Match Score (%),Recommendation,Title,Company,Company Type,Modality,Salary,Salary Type,Interview Difficulty (0-100),Location,Has Full JD,Pros,Cons / Risks,AI Reasoning,URL,Posted,Scanned At
65,MAYBE / REVIEW,Senior Software Engineer 80-100%,TWINT,Scaleup,Hybrid,"110,000 CHF",Estimated,60,"Zurich, Switzerland (Hybrid)",No,"• Swiss-based product company
• Hybrid model in Zurich","• Senior title requires more than 3.5 years of experience
• Detailed JD missing to verify exact tech stack","Although it's a great Swiss product company, the senior level requirement and missing JD make it a stretch for a semisenior profile.",N/A,3 weeks ago,2026-08-14T19:40:28.552Z
65,MAYBE / REVIEW,Senior Java Engineer,BNB Chain,Startup,Remote,"75,000€",Estimated,50,Ae (Remote),No,"• Web3/crypto startup remote
• High salary potential","• Senior level
• Crypto domain specific","High-paying remote startup, but senior designation and crypto domain might not align.",N/A,19 hours ago,2026-08-14T19:38:43.006Z
65,MAYBE / REVIEW,Software Engineer II,The Trade Desk,Scaleup,,"55,000€",Estimated,70,Madrid,No,• Top product scaleup in Madrid,• Modality unspecified in snippet,"Great product company match for level and salary, but remote modality needs confirmation.",N/A,4 days ago,2026-08-14T19:39:10.069Z
65,MAYBE / REVIEW,Senior Java Engineer (m/f/d),Redcare Pharmacy,Scaleup,Remote,"65,000€",Estimated,75,"Berlin, Berlin, Germany",Yes,"• Java, Spring Boot tech stack
• Remote within Germany/EU terms mentioned","• Senior title
• Regular team anchor days in Berlin office","Solid tech stack and e-commerce leader, but requires occasional physical presence in Berlin.",https://www.linkedin.com/jobs/view/4450136631/,2 days ago,2026-08-14T19:37:38.607Z
65,REJECT,Senior Backend Software Engineer,Too Good To Go,Scaleup,Hybrid,"65,000€",Estimated,65,"London, England, United Kingdom",Yes,"• Certified B Corporation product scaleup
• Java 25, Spring Boot, AWS stack","• Hybrid setup tied to London hub
• Senior requirement","Although the tech stack and mission are great, the hybrid London requirement clashes with remote-from-Spain preferences.",https://www.linkedin.com/jobs/view/4451671904/,3 days ago,2026-08-14T19:38:23.071Z
65,MAYBE / REVIEW,Java Software Engineer,Scale Tech,Startup,Remote,"40,000€",Estimated,70,"Vilniaus rajonas, Vilniaus, Lithuania",Yes,"• Java, Spring Boot, WebFlux, Kafka stack
• Remote work environment",• Location in Lithuania with unspecified EU remote policy,"Technically a very strong match for stack, but location context needs verification.",https://www.linkedin.com/jobs/view/4453643354/,3 weeks ago,2026-08-14T19:37:52.499Z
65,MAYBE / REVIEW,Software Development Engineer- Remote,BeyondTrust,Scaleup,Remote,"55,000€",Estimated,65,United Kingdom (Remote),No,"• Product software company
• Remote modality","• Restricted to United Kingdom residents
• Missing detailed JD","Good product company, but typically requires UK residency which candidate does not have.",N/A,20 hours ago,2026-08-14T19:36:32.631Z
60,MAYBE / REVIEW,"Senior Java / Spring Engineer (80-100%, m/f/d)",Mimacom,Consulting,Hybrid,"95,000 CHF",Estimated,65,"Bern, Berne, Switzerland",Yes,"• Modern Java, Spring Boot, Kafka, Docker, Kubernetes, AWS stack
• Swiss company location","• Mimacom is an agile software consultancy/services provider
• Senior title requirement","Stack alignment is near perfect (Java, Spring Boot, Kafka, AWS, Docker), but it is a consulting company and requires senior experience.",https://www.linkedin.com/jobs/view/4449834560/,3 days ago,2026-08-14T19:41:50.004Z
60,MAYBE / REVIEW,Software Engineer,Pictet Group,Scaleup,On-site,"110,000 CHF",Estimated,60,"Geneva, Geneva, Switzerland",Yes,"• Prestigious financial institution in Geneva, Switzerland
• Strong impact on sustainability data tools","• Requires React, TypeScript, and Python backend (not Java/Spring Boot)
• On-site requirement in Geneva","While a premier Swiss employer, the tech stack requires React and Python rather than Java and Spring Boot.",https://www.linkedin.com/jobs/view/4452925956/,1 day ago,2026-08-14T19:41:27.958Z
60,REJECT,Software Engineer II,Tripadvisor,Scaleup,Hybrid,"60,000€",Estimated,70,"London, England, United Kingdom",Yes,"• Great product company brand
• Java and AWS stack","• Hybrid model requiring proximity to London office
• No relocation to Switzerland mentioned","The role requires physical presence/hybrid setup near London, violating the candidate's remote or Switzerland-only relocation policy.",https://www.linkedin.com/jobs/view/4425859766/,Reposted 2 days ago,2026-08-14T19:38:14.803Z
60,REJECT,Senior Backend + Infrastructure Engineer (Platform),Soda,Startup,Remote,"65,000€",Estimated,55,United Kingdom (Remote),No,• Remote UK,"• Heavy infrastructure/DevOps focus
• Senior level","Role is too infrastructure/DevOps focused, which the candidate explicitly avoids.",N/A,3 days ago,2026-08-14T19:38:43.006Z
60,MAYBE / REVIEW,Product Engineer,Swissquote,Scaleup,,"95,000 CHF",Estimated,65,Gland,No,"• Swiss company (relocation or local match)
• Product company environment","• No full job description provided
• Exact modality and tech stack are unknown","The job is at a desirable Swiss product company, but lacks a full description to confirm the specific tech stack and modality.",N/A,2 hours ago,2026-08-14T19:40:28.552Z
60,MAYBE / REVIEW,Software Engineer,The Flex,Startup,Remote,"40,000€",Estimated,65,Spain (Remote),No,• Remote in Spain,"• Missing JD details
• Lower end of desired salary","Remote startup position in Spain, but requires further investigation due to lack of tech stack specifics.",N/A,2 months ago,2026-08-14T19:39:13.162Z
60,REJECT,Java Software Engineer (m/f/d) - Hanover,Code Compass 🧭,Consulting,Remote,"55,000€",Estimated,60,Hannover (Remote),No,"• Remote option
• Modern Java stack potential","• Consulting company outside candidate constraints
• German market focused location","It is a consulting role not based in Switzerland, making it less attractive given the candidate's consulting red flags.",N/A,1 week ago,2026-08-14T19:38:09.958Z
60,REJECT,Software Engineer - Java,FanDuel,Scaleup,Hybrid,"55,000€",Estimated,70,"Edinburgh, Scotland, United Kingdom",Yes,"• Top gaming tech product scaleup
• Java backend and cloud AWS stack","• Hybrid modality tied to Scotland/UK offices
• No remote-from-Spain option","Brilliant product scaleup, but the hybrid requirement in Scotland violates remote criteria.",https://www.linkedin.com/jobs/view/4449566015/,4 days ago,2026-08-14T19:38:50.866Z
60,MAYBE / REVIEW,Senior Backend Engineer,Stacksync - Integration Cloud,Startup,Hybrid,"110,000 CHF",Estimated,50,Lausanne (Hybrid),No,• Swiss startup product company,"• Hybrid in Lausanne
• Senior title","A product startup in Switzerland, though it requires hybrid presence and a senior title.",N/A,1 month ago,2026-08-14T19:39:23.791Z
60,MAYBE / REVIEW,Software Engineer (Mid-level) – Java,Materia,Startup,Remote,"40,000€",Estimated,70,Florence (Remote),No,"• Mid-level seniority matches candidate experience
• Remote work option","• Location is Florence, Italy; remote scope unclear
• Missing detailed JD","Mid-level Java role matching seniority, but location constraints and missing JD require further clarification regarding remote policy for non-residents.",N/A,1 week ago,2026-08-14T19:36:32.631Z
60,MAYBE / REVIEW,Senior Software Engineer - AEM Assets,Adobe,Scaleup,Hybrid,"120,000 CHF",Estimated,40,"Basel, Basel, Switzerland",Yes,"• Top-tier product company in Switzerland
• Great resume booster","• Requires 5+ years of experience, slightly above candidate profile
• Focuses on AEM (Adobe Experience Manager) rather than modern general Spring Boot microservices","While Adobe is a dream product company in Switzerland, the stack leans heavily towards AEM CMS ecosystem rather than pure Java Spring Boot. Additionally, the seniority leans slightly high for 3.5 years of experience.",https://www.linkedin.com/jobs/view/4443268654/,2 weeks ago,2026-08-14T19:42:00.611Z
60,MAYBE / REVIEW,Member of Technical Staff (Backend & Infrastructure),Jua,Startup,Hybrid,"95,000 CHF",Estimated,60,Zurich (Hybrid),No,"• Swiss startup company
• Backend focus","• Hybrid in Zurich without full JD details
• Infrastructure focus might overlap with Sysadmin/DevOps tasks","Interesting Swiss startup, but lacks a complete job description to verify stack compatibility.",N/A,2 weeks ago,2026-08-14T19:40:28.553Z
60,MAYBE / REVIEW,"Software Engineer, Retrieval",Capacity,Startup,Remote,"87,500 CHF",Real,50,Switzerland,Yes,"• Remote in Switzerland
• Mentions Scala and Java experience in backend","• Heavy focus on Python, PyTorch, AI retrieval, and machine learning infrastructure","Remote Swiss AI startup that mentions Java, but leans heavily towards Python and ML pipelines.",https://www.linkedin.com/jobs/view/4446119501/,2 weeks ago,2026-08-14T19:40:04.766Z
60,MAYBE / REVIEW,Document AI Backend Engineer,GoCalma,Startup,Hybrid,"90,000 CHF",Estimated,65,Zug (Hybrid),No,"• Swiss startup in Zug
• Backend engineering role","• Hybrid in Zug
• Missing detailed JD to verify exact backend tech stack","A Swiss startup backend role, but lacks full stack details to confirm Java usage.",N/A,2 weeks ago,2026-08-14T19:41:26.711Z
60,MAYBE / REVIEW,Java Developer,Haystack,Startup,Remote,"50,000€",Estimated,65,London (Remote),No,"• Product/startup environment
• Remote option","• London remote restriction
• Missing detailed JD","Potentially good role, but tied to London remote market.",N/A,6 hours ago,2026-08-14T19:37:29.329Z
55,REJECT,Software Engineer,Pod,Scaleup,Remote,"70,000€",Real,80,United Kingdom,Yes,• Great salary range (£50k-70k),"• Primary backend language required is Go
• Must have legal right to work in the UK","Although remote and well-paid, the primary tech stack is Go and requires UK work authorization.",https://www.linkedin.com/jobs/view/4453102463/,2 days ago,2026-08-14T19:37:13.960Z
55,REJECT,"Software Engineer, Integrations",Oneleet,Startup,Remote,"50,000€",Estimated,70,Amsterdam (Remote),No,• Remote startup,"• Amsterdam location restriction
• No detailed tech stack provided in brief",Restricted to Amsterdam region and lacks clear Java confirmation.,N/A,1 month ago,2026-08-14T19:37:29.329Z
55,REJECT,Senior Java Software Engineer,N47,Consulting,Hybrid,"95,000 CHF",Estimated,60,"Zurich, Zurich, Switzerland",Yes,"• Spring Boot, Microservices, Kafka, AWS stack
• Swiss location","• Consulting/Agency background
• Senior requirement","The stack aligns well, but the company operates as a digital solutions provider/consultancy and requires senior experience.",https://www.linkedin.com/jobs/view/4441504321/,3 weeks ago,2026-08-14T19:41:04.191Z
55,REJECT,Member Of Technical Staff,Benetics AI,Startup,On-site,"90,000 CHF",Estimated,60,Zurich (On-site),No,• AI startup in Zurich,"• On-site requirement in Zurich without relocation package details
• Missing JD details","Interesting AI startup, but the on-site requirement in Zurich without explicit relocation support makes it less attractive.",N/A,3 days ago,2026-08-14T19:41:26.711Z
55,REJECT,Senior Software Engineer (Java) - Remediation Agent,Sonar,Scaleup,On-site,"120,000 CHF",Estimated,55,Geneva (On-site),No,• Java product company in Geneva,"• Senior role
• Strict on-site presence required","Although it features Java at a product company, the senior level and strict on-site requirement are misaligned.",N/A,1 month ago,2026-08-14T19:41:26.711Z
55,REJECT,Software Engineer - ThousandEyes,Cisco,Scaleup,,"95,000 CHF",Estimated,60,Tartegnin,No,• Located in Switzerland,"• Missing full description
• Cisco is a massive enterprise rather than an agile product company matching desired scope","Without a full job description and given the large corporate nature of Cisco, it is a low priority.",N/A,2 days ago,2026-08-14T19:40:28.552Z
55,MAYBE / REVIEW,Senior Backend Developer,BLP,Scaleup,Remote,"120,000 CHF",Estimated,45,"Zurich, Zurich, Switzerland",Yes,• Successful Swiss AI SaaS scaleup with remote options,"• Tech stack is primarily Golang and Python, not Java
• Senior title requires 5+ years","Exciting Swiss scaleup, but the stack uses Golang and Python rather than Java, and asks for 5+ years experience.",https://www.linkedin.com/jobs/view/4414469927/,3 months ago,2026-08-14T19:40:26.237Z
55,REJECT,"Senior Backend Engineer (London, Barcelona, Madrid)",Sparta,Startup,Hybrid,"50,000€",Estimated,65,Madrid (Hybrid),No,• Office hubs in Barcelona/Madrid,• Hybrid requirement instead of 100% remote,Requires a hybrid setup in Madrid/Barcelona rather than 100% remote.,N/A,1 week ago,2026-08-14T19:39:10.069Z
55,REJECT,Java Spring Boot Software Engineer (all genders),adesso Schweiz AG,Consulting,Hybrid,"105,000 CHF",Estimated,60,Zurich (Hybrid),No,"• Java Spring Boot stack matches
• Swiss market salary","• Adesso is a large IT consultancy/system integrator
• Hybrid in Zurich with German language needs typical","Although it uses Java and Spring Boot, Adesso is a consultancy with hybrid/onsite requirements in Switzerland.",N/A,2 weeks ago,2026-08-14T19:39:23.791Z
50,REJECT,Software Engineer (gn),Oerlikon,SME,,"85,000 CHF",Estimated,60,Wohlen,No,• Swiss industrial company,"• Traditional engineering enterprise rather than modern tech product company
• Missing JD details",Traditional Swiss industrial firm without a clear modern Java product software scope.,N/A,1 month ago,2026-08-14T19:41:26.711Z
50,REJECT,Software Engineer Java (all genders),adesso Schweiz AG,Consulting,Hybrid,"90,000 CHF",Estimated,60,"Bern, Berne, Switzerland",Yes,• Java Spring Boot,"• adesso is an IT consultancy
• Hybrid in Bern",Consultancy model makes this a rejection based on candidate preferences.,https://www.linkedin.com/jobs/view/4182014455/,Reposted 2 weeks ago,2026-08-14T19:41:35.844Z
50,REJECT,Software Integration Engineer (m/w/d),Körber,SME,On-site,"90,000 CHF",Estimated,60,"Grabs, St Gallen, Switzerland",Yes,"• Java backend components
• Swiss location in Grabs","• Shopfloor integration / industrial automation focus
• On-site requirement",Industrial automation integration role rather than cloud-native modern Java microservice product development.,https://www.linkedin.com/jobs/view/4413021690/,3 months ago,2026-08-14T19:41:48.181Z
50,REJECT,Cloud-native Software Engineer,ti&m,Consulting,,"95,000 CHF",Estimated,60,Muri,No,• Cloud-native and modern stack,"• ti&m is a Swiss IT consultancy/agency
• Missing full job description","ti&m is a consulting firm, which is a red flag per candidate criteria.",N/A,1 year ago,2026-08-14T19:41:26.711Z
50,MAYBE / REVIEW,"Software Engineer III, Search Quality",Google,Scaleup,On-site,"140,000 CHF",Estimated,30,Zurich (On-site),No,• Top-tier tech product company in Zurich,"• Strictly on-site in Zurich
• Extremely rigorous interview process (LeetCode/System design heavy)","Prestigious product company in Zurich, but strictly on-site and exceptionally difficult interview process.",N/A,1 day ago,2026-08-14T19:41:26.711Z
50,REJECT,Staff Software Engineer (Java),Sonar,Scaleup,On-site,"130,000 CHF",Estimated,45,"Geneva, Geneva, Switzerland",Yes,"• Java clean code focus
• Swiss hub in Geneva","• Staff Software Engineer role requiring 8+ years experience
• Strict on-site anchor days (Mandatory physical presence)",The staff-level seniority and strict on-site requirements do not fit the candidate's profile and preferences.,https://www.linkedin.com/jobs/view/4453320668/,2 days ago,2026-08-14T19:41:11.802Z
50,REJECT,Senior Software Engineer - Clearing,Alpaca,Scaleup,Remote,"110,000 CHF",Estimated,55,Switzerland,Yes,• Remote-friendly scaleup,"• Primary tech stack is Go, not Java
• Requires 5+ years of experience","While remote and at a product scaleup, the tech stack is Go-based instead of Java/Spring Boot.",https://www.linkedin.com/jobs/view/4435389238/,2 months ago,2026-08-14T19:40:58.116Z
50,REJECT,Software Integration Engineer (m/w/d),Körber Pharma,SME,,"90,000 CHF",Estimated,60,Grabs,No,• Swiss location,"• Integration/Shopfloor focus rather than core product software engineering
• Missing JD details",Integration and industrial systems focus is less aligned with modern cloud microservice Java engineering.,N/A,1 week ago,2026-08-14T19:41:26.711Z
50,MAYBE / REVIEW,Backend Engineer (based in Dublin OR Madrid),Fresco,Startup,Hybrid,"42,000€",Estimated,60,Madrid (Hybrid),No,• Based in Madrid with flexible option,"• Detailed job description missing
• Hybrid modality conflicts with remote preference","The role is located in Madrid with hybrid modality, lacking a full JD to verify the exact stack.",N/A,3 months ago,2026-08-14T19:39:10.069Z
50,REJECT,Software Engineer Java (all genders),adesso Schweiz AG,Consulting,Hybrid,"90,000 CHF",Estimated,60,"Zurich, Zurich, Switzerland",Yes,• Java Spring Boot mentioned,"• Consulting company (adesso is an IT consultancy)
• Mentions Angular/React and JEE/Hibernate which violates stack preferences
• Hybrid in Zurich","Adesso is a consultancy, and the role touches legacy tech like JEE and frontend frameworks like Angular/React.",https://www.linkedin.com/jobs/view/4182015502/,Reposted 1 week ago,2026-08-14T19:40:47.843Z
50,REJECT,Founding Software Engineer,The Flex,Startup,Remote,"45,000 €",Estimated,60,Switzerland,Yes,"• Remote-first startup
• High ownership and impact","• Tech stack is Python, FastAPI, React, TypeScript, Supabase (completely misaligned with Java/Spring Boot)
• Requires frontend frameworks (React) which candidate does not know","Despite being remote and a startup, the tech stack is Python/React/TypeScript, which violates the candidate's core stack preferences.",https://www.linkedin.com/jobs/view/4429177199/,2 months ago,2026-08-14T19:40:29.973Z
50,REJECT,Senior Backend Engineer,kaiko.ai,Startup,Hybrid,"115,000 CHF",Estimated,50,"Zurich, Switzerland (Hybrid)",No,• Swiss startup,"• Hybrid in Zurich
• Senior title requirement",Senior hybrid role in Zurich without explicit Java stack alignment.,N/A,3 weeks ago,2026-08-14T19:40:28.552Z
50,REJECT,Staff Backend Engineer (Remote),Nango,Startup,Remote,$180K/yr,Real,30,Switzerland,No,"• High compensation
• Remote setup in Switzerland",• Staff level requires senior architectural leadership experience,"Great remote Swiss startup opportunity, but the Staff tier is too advanced for 3.5 years of experience.",https://www.linkedin.com/jobs/view/4424416564/,2 months ago,2026-08-14T19:39:25.055Z
50,REJECT,Software Engineer - Back-End (Storage),Proton,Scaleup,Hybrid,"120,000 CHF",Estimated,40,"Geneva, Geneva, Switzerland",Yes,• Proton is a top privacy-focused product company in Switzerland,"• Tech stack requires C++, Go, Rust, or PHP, not Java
• Office-first / hybrid in Geneva","While Proton is a dream product company in Switzerland, the backend stack requires C++, Go, Rust, or PHP instead of Java.",https://www.linkedin.com/jobs/view/4427964256/,Reposted 2 days ago,2026-08-14T19:39:40.901Z
50,REJECT,Sr. Backend Developer (Java Spring Boot),EVOlVE.inc,Consulting,Remote,"42,000€",Estimated,65,Portugal (Remote),No,"• Spring Boot stack
• Remote Portugal","• Consultancy nature
• Old posting date","Consulting position in Portugal, falling short of preferred product companies.",N/A,7 months ago,2026-08-14T19:38:43.006Z
50,REJECT,JAVA Developer,Aspartus,Consulting,,"45,000€",Estimated,60,Warsaw,No,• Java focus,"• Consulting agency
• Unclear modality and old posting date",Consulting profile with old posting and unclear remote terms.,N/A,11 months ago,2026-08-14T19:38:43.006Z
50,REJECT,Java Developer,Playtech,Scaleup,Remote,"42,000€",Estimated,70,"Kyiv, Ukraine (Remote)",No,• Product tech company,"• Location is Kyiv, Ukraine
• Geopolitical and relocation mismatch",Location constraint does not match candidate's preferences for Spain remote or Switzerland.,N/A,2 days ago,2026-08-14T19:36:32.631Z
50,REJECT,Backend Software Engineer - AI Finance Agent,BJAK,Scaleup,Remote,"42,000€",Estimated,75,Poland,Yes,• Fintech product company,"• Strict requirement to be based in Poland
• Does not align with Spain or Switzerland location rules",Role is fully remote but strictly restricted to candidates based in Poland.,https://www.linkedin.com/jobs/view/4452379027/,2 days ago,2026-08-14T19:37:09.510Z
50,REJECT,Software Engineer II,New Relic,Scaleup,,"55,000€",Estimated,85,Barcelona,No,• Top tier product tech company,"• Located in Barcelona with unspecified remote policy
• Highly competitive interview process","Great company, but lacks remote confirmation and likely requires physical presence in Barcelona.",N/A,4 days ago,2026-08-14T19:37:29.329Z
50,REJECT,Backend Software Engineer - AI Finance Agent,BJAK,Scaleup,Remote,"45,000€",Estimated,75,Sweden,Yes,• Fintech product company,• Strictly requires candidate to be based in Sweden,Role is remote but restricted to candidates already based in Sweden.,https://www.linkedin.com/jobs/view/4452374485/,2 days ago,2026-08-14T19:38:02.097Z
50,REJECT,Full Stack Software Engineer- Java,Vonage,Scaleup,Remote,"48,000€",Estimated,75,Spain (Remote),No,"• Product tech company
• Remote in Spain",• Full stack requirement (mentions frontend aspects),"While a great product company in Spain, it's a Full Stack role requiring frontend knowledge, which candidate lacks.",N/A,2 weeks ago,2026-08-14T19:38:09.957Z
50,REJECT,Java Software Engineer (Mid-level) - Slovakia,Polystar | Elisa Industriq,Scaleup,Remote,"42,000€",Estimated,70,Slovakia (Remote),No,• Mid-level Java role,"• Restricted to Slovakia location
• Missing detailed JD",Location constraint for Slovakia violates candidate's geographic preferences.,N/A,9 hours ago,2026-08-14T19:37:29.329Z
50,REJECT,Java Software Engineer Health (all genders),adesso Schweiz AG,Consulting,Hybrid,"90,000 CHF",Estimated,60,Zurich (Hybrid),No,• Java development in Switzerland,"• Adesso is a consulting company
• Hybrid setup",Consultancy company type violates the candidate's preferences.,N/A,1 week ago,2026-08-14T19:41:26.711Z
50,REJECT,Software Engineer III- Back End- Java- Mid Level-  JPM Personal Investing- Madrid,JPMorganChase,Scaleup,On-site,"50,000€",Estimated,75,Madrid (On-site),No,"• Mid-level Java engineering position
• Strong financial tech brand","• On-site requirement in Madrid
• Strict corporate presence",The on-site Madrid requirement violates the 100% remote preference.,N/A,1 day ago,2026-08-14T19:39:10.069Z
50,REJECT,Senior Software Engineer (Backend),Super,Scaleup,Hybrid,"50,000€",Estimated,50,Madrid (Hybrid),No,• Product company,"• Hybrid in Madrid
• Senior title requires more years of experience",Requires hybrid attendance in Madrid and a senior level above the candidate's current 3.5 years mark.,N/A,6 days ago,2026-08-14T19:39:15.389Z
50,REJECT,Software Engineer - AEM Assets,Adobe,Scaleup,,"120,000 CHF",Estimated,40,Basel,No,• Swiss location,"• AEM (Adobe Experience Manager) involves legacy Java/OSGi tech stack
• Unclear modality",AEM development diverges from modern Spring Boot microservices and requires specific enterprise CMS knowledge.,N/A,2 weeks ago,2026-08-14T19:39:23.791Z
50,REJECT,Staff Backend Engineer,Nango,Startup,Remote,"150,000 CHF",Real,30,Switzerland (Remote),No,"• Remote in Switzerland
• High salary",• Staff level requires senior leadership experience beyond candidate profile,"The remote Swiss setup is great, but the Staff title demands more senior-level tenure.",N/A,2 months ago,2026-08-14T19:39:23.791Z
50,MAYBE / REVIEW,Backend Engineer (m/f/d),Mercanis,Startup,,"45,000€",Estimated,60,Greater Madrid Metropolitan Area,No,• Product startup,"• Missing job description
• Unclear modality and exact location rules","Interesting startup profile, but missing key details regarding exact remote location allowances.",N/A,1 month ago,2026-08-14T19:39:13.162Z
50,REJECT,Staff Backend Engineer - Alerting | Spain | Remote,Grafana Labs,Scaleup,Remote,"60,000€",Estimated,30,Madrid (Remote),No,"• Top product scaleup
• Fully remote in Spain","• Staff level requires significantly more than 3.5 years of experience
• Management and high architecture expectations","While Grafana is a great product company, a Staff Engineer role is too senior for a candidate with 3.5 years of experience.",N/A,2 weeks ago,2026-08-14T19:39:13.162Z
50,REJECT,Software Engineer - Backend Services - MPG - Fully remote from the UK or,Climax Studios,Startup,,"48,000€",Estimated,60,Greater London,No,• Product/Studio environment,"• Modality and full details unclear
• UK residency restriction implied",Location and modality constraints do not clearly match remote from Spain or Switzerland options.,N/A,2 months ago,2026-08-14T19:38:09.958Z
50,REJECT,Senior Java Software Engineer,Morson Talent,Consulting,Remote,"55,000€",Estimated,60,United Kingdom (Remote),No,• Remote UK option,"• Recruitment/consulting agency listing
• Senior expectation","Agency/consultancy setup targeting UK remote, not aligned with product company preference.",N/A,3 days ago,2026-08-14T19:38:43.006Z
45,REJECT,Java Developer,Marfeel,Startup,,"38,000€",Estimated,65,Barcelona,No,• Product startup in Barcelona,"• Modality is unspecified, likely onsite in Barcelona
• Salary expectations might be low","Likely onsite in Barcelona without confirmed remote option, and salary is under target.",N/A,1 month ago,2026-08-14T19:37:29.329Z
45,REJECT,"Senior Software Engineer, Consensus",Anza,Startup,Remote,"90,000 CHF",Estimated,50,Zurich (Remote),No,• Remote startup,"• Senior title
• Blockchain/Crypto tech stack which does not use Java/Spring Boot",Stack and seniority do not match the candidate's profile.,N/A,4 months ago,2026-08-14T19:41:26.711Z
45,REJECT,"Tech Lead, Java – Core Banking",Sygnum Bank,Scaleup,On-site,"130,000 CHF",Estimated,40,"Zurich, Switzerland (On-site)",No,"• Swiss crypto bank product environment
• Java core banking","• Tech Lead position (candidate explicitly avoids managerial/team lead roles)
• On-site requirement","This is a Tech Lead role, which conflicts with the candidate's desire to remain a hands-on developer.",N/A,2 weeks ago,2026-08-14T19:41:26.711Z
45,REJECT,Desarrollador/a Java (Spring Boot),Alvatross,Consulting,Remote,"38,000€",Estimated,85,Spain,Yes,"• 100% remote from Spain
• Spring Boot and Microservices stack","• Spanish consulting company (low salary risk)
• Requires 5+ years experience","It is a Spanish consulting firm with a salary expectation likely below 40k€, which triggers multiple candidate red flags.",https://www.linkedin.com/jobs/view/4450483911/,1 day ago,2026-08-14T19:38:20.412Z
45,REJECT,Software Engineer - E-Commerce (Remote),Quik Hire Staffing,Consulting,Remote,"60,000€",Estimated,70,United Kingdom,Yes,"• Global remote positioning
• High compensation range","• Staffing agency / consultancy intermediary
• Vagueness in job description stack",Recruitment agency listing rather than a direct product company role.,https://www.linkedin.com/jobs/view/4453523293/,14 hours ago,2026-08-14T19:38:54.923Z
45,REJECT,Backend Engineer,Marosa,SME,Hybrid,"38,000€",Estimated,75,Vigo (Hybrid),No,• Backend role,"• Hybrid modality in Vigo, Spain
• Below optimal salary",Hybrid requirement in Spain and lower salary bracket disqualify this position.,N/A,3 weeks ago,2026-08-14T19:39:10.069Z
45,REJECT,Senior Java Software Engineer,Affinity,Consulting,Remote,"40,000€",Estimated,70,Portugal (Remote),No,• Remote in Portugal,"• Consultancy
• Senior requirements","Consultancy role based in Portugal, does not fit product company or Spanish/Swiss location preference.",N/A,6 hours ago,2026-08-14T19:38:43.006Z
45,REJECT,Software Engineer ERP Integrations,BLP,Scaleup,On-site,"85,000 CHF",Estimated,55,"Zurich, Zurich, Switzerland",Yes,• Fast-growing SaaS scaleup,"• Requires proficiency in German (mandatory for DACH clients)
• On-site requirement in Zurich
• Uses Go alongside Java",German language requirement and on-site nature in Zurich make this a poor fit.,https://www.linkedin.com/jobs/view/4317478756/,10 months ago,2026-08-14T19:41:22.388Z
45,REJECT,"Software Engineer, Platform - Basel, Switzerland",Speechify,Scaleup,Remote,"95,000 CHF",Real,50,"Basel, Basel, Switzerland",Yes,• Remote setup associated with Switzerland,• Requires TypeScript/Node.js backend stack instead of Java,"Speechify is an innovative product company, but the backend stack is TypeScript/Node.js rather than Java.",https://www.linkedin.com/jobs/view/4446507773/,1 month ago,2026-08-14T19:39:59.817Z
45,REJECT,Software Engineer,NielsenIQ,Scaleup,Hybrid,"100,000 CHF",Real,50,"Kriegstetten, Solothurn, Switzerland",Yes,• Global consumer intelligence product company in Switzerland,"• Primary development in modern C++ and Python, not Java",The role requires C++ and Python development rather than Java Spring Boot.,https://www.linkedin.com/jobs/view/4452719353/,2 days ago,2026-08-14T19:40:11.626Z
45,REJECT,"Backend Engineer, 80-100% (f/m/x)",comparis.ch AG,Scaleup,On-site,"115,000 CHF",Estimated,50,"Zurich, Zurich, Switzerland",Yes,• Leading comparison platform in Switzerland,"• Tech stack is primarily .NET Core / C#, not Java
• On-site in Zurich",The role requires C# and .NET rather than the candidate's Java Spring Boot stack.,https://www.linkedin.com/jobs/view/4403747048/,4 months ago,2026-08-14T19:39:34.560Z
45,REJECT,Senior Cloud Engineer,Voliro,Startup,On-site,"90,000 CHF",Estimated,55,Zurich (On-site),No,• Swiss startup company,"• 100% on-site requirement
• DevOps/Cloud focused rather than core Java software engineering
• Senior requirement",The role is purely on-site and leans towards cloud/DevOps engineering rather than hands-on Java development.,N/A,2 days ago,2026-08-14T19:40:28.552Z
45,REJECT,Backend Software Engineer - SDK,Digital Asset,Scaleup,,"100,000 CHF",Estimated,50,"Zurich, Zurich, Switzerland",Yes,"• Swiss office location (Zurich)
• Backend engineering focus","• Primary codebase is Scala, not Java/Spring Boot
• Requires reactive streams like Akka/Pekko and niche blockchain domain","The role requires Scala rather than modern Java/Spring Boot, violating the desired tech stack.",https://www.linkedin.com/jobs/view/4449807815/,3 days ago,2026-08-14T19:40:41.744Z
45,REJECT,Software Engineer (Java),Software Mind,Consulting,Remote,"42,000€",Estimated,65,Cracow (Remote),No,• Java remote role,"• Consulting company
• Located in Poland",Consulting firm not meeting the criteria for non-Spanish high-paying consultancies and located in Poland.,N/A,4 days ago,2026-08-14T19:37:29.328Z
